session,session_id,study_id,created,modified,ended,expired,ip_address,browser,bevs,bot_filter,zip_code,mc_car_number,mc_car_make_1,txt_car_1,mc_car_acura_1,mc_car_alfa_romeo_1,mc_car_aston_martin_1,mc_car_audi_1,mc_car_bentley_1,mc_car_bmw_1,mc_car_bugatti_1,mc_car_buick_1,mc_car_cadillac_1,mc_car_chevrolet_1,mc_car_chrysler_1,mc_car_daewoo_1,mc_car_dodge_1,mc_car_ferrari_1,mc_car_fiat_1,mc_car_fisker_1,mc_car_ford_1,mc_car_genesis_1,mc_car_gmc_1,mc_car_honda_1,mc_car_hummer_1,mc_car_hyundai_1,mc_car_infiniti_1,mc_car_isuzu_1,mc_car_jaguar_1,mc_car_jeep_1,mc_car_karma_1,mc_car_kia_1,mc_car_lamborghini_1,mc_car_land_rover_1,mc_car_lexus_1,mc_car_lincoln_1,mc_car_lotus_1,mc_car_lucid_1,mc_car_maserati_1,mc_car_maybach_1,mc_car_mazda_1,mc_car_mc_laren_1,mc_car_mercedes_benz_1,mc_car_mercury_1,mc_car_mini_1,mc_car_mitsubishi_1,mc_car_nissan_1,mc_car_oldsmobile_1,mc_car_panoz_1,mc_car_plymouth_1,mc_car_polestar_1,mc_car_pontiac_1,mc_car_porsche_1,mc_car_ram_1,mc_car_rivian_1,mc_car_rolls_royce_1,mc_car_saab_1,mc_car_saturn_1,mc_car_scion_1,mc_car_smart_1,mc_car_spyker_1,mc_car_subaru_1,mc_car_suzuki_1,mc_car_tesla_1,mc_car_toyota_1,mc_car_vin_fast_1,mc_car_volkswagen_1,mc_car_volvo_1,mc_car_year_1,mc_car_make_2,txt_car_2,mc_car_acura_2,mc_car_alfa_romeo_2,mc_car_aston_martin_2,mc_car_audi_2,mc_car_bentley_2,mc_car_bmw_2,mc_car_bugatti_2,mc_car_buick_2,mc_car_cadillac_2,mc_car_chevrolet_2,mc_car_chrysler_2,mc_car_daewoo_2,mc_car_dodge_2,mc_car_ferrari_2,mc_car_fiat_2,mc_car_fisker_2,mc_car_ford_2,mc_car_genesis_2,mc_car_gmc_2,mc_car_honda_2,mc_car_hummer_2,mc_car_hyundai_2,mc_car_infiniti_2,mc_car_isuzu_2,mc_car_jaguar_2,mc_car_jeep_2,mc_car_karma_2,mc_car_kia_2,mc_car_lamborghini_2,mc_car_land_rover_2,mc_car_lexus_2,mc_car_lincoln_2,mc_car_lotus_2,mc_car_lucid_2,mc_car_maserati_2,mc_car_maybach_2,mc_car_mazda_2,mc_car_mc_laren_2,mc_car_mercedes_benz_2,mc_car_mercury_2,mc_car_mini_2,mc_car_mitsubishi_2,mc_car_nissan_2,mc_car_oldsmobile_2,mc_car_panoz_2,mc_car_plymouth_2,mc_car_polestar_2,mc_car_pontiac_2,mc_car_porsche_2,mc_car_ram_2,mc_car_rivian_2,mc_car_rolls_royce_2,mc_car_saab_2,mc_car_saturn_2,mc_car_scion_2,mc_car_smart_2,mc_car_spyker_2,mc_car_subaru_2,mc_car_suzuki_2,mc_car_tesla_2,mc_car_toyota_2,mc_car_vin_fast_2,mc_car_volkswagen_2,mc_car_volvo_2,mc_car_year_2,is_human,user_model_1,user_model_2,user_car_1,user_car_2,is_bev_1,is_bev_2,has_bev,time_0a_start,time_0a_end,psid,keyid,signature_start,secret_key,text_start,signature_start_verify,text_end_1,text_end_2,signature_end_1,signature_end_2
u_6LU6hUgdPLtQWo6ZyPI3bHUMJThihYxzAWp0BkuWoOHiOtyDCO_oH8XdOPMVAP,35539763,141362,2024-10-02 01:42:25,2024-10-02 01:42:50,2024-10-02 01:42:51,,24.51.211.54,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","{""make_snake"":""audi"",""make"":""Audi"",""model_snake"":""e_tron"",""model"":""e-tron"",""make_model_snake"":""audi_e_tron"",""make_model"":""Audi e-tron"",""range"":200}",,32246,1,buick,,,,,,,,,encore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,encore,,buick_encore,NA_NA,no,no,no,2024-10-02 01:42:26,2024-10-02 01:42:51,S0iesZfB10YACLA9Mc3ffA**,5430,f3d046c07cc7c25c39a314764eeec350e56106f622e8c36334bd40d73b26160e,23e68f81d5ee1f4280d667862ded1a6e3e6b3f9,/?psid=S0iesZfB10YACLA9Mc3ffA**&_k=5430,f3d046c07cc7c25c39a314764eeec350e56106f622e8c36334bd40d73b26160e,/projects/end?rst=1&psid=S0iesZfB10YACLA9Mc3ffA**&_k=5430,/projects/end?rst=2&psid=S0iesZfB10YACLA9Mc3ffA**&_k=5430,449ec696c0f78e6f2f236451409f61df520c32c726280835d19519c4a1f10a08,58bab15b75ad0c272b41c4e573cdfb04b3322e1579bdd2c3552e62453daf212e
M-Lj8gsgFQJC8Wp_q87CBafSSyuW7e8hk0g0ERW_YbU4S_zU1XDui7n2rS5khZow,35539775,141362,2024-10-02 01:43:32,2024-10-02 01:44:25,2024-10-02 01:44:27,,172.58.8.36,"Mozilla/5.0 (Linux; Android 13; SM-A326U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/128.0.6613.146 Mobile Safari/537.36","{""make_snake"":""audi"",""make"":""Audi"",""model_snake"":""e_tron"",""model"":""e-tron"",""make_model_snake"":""audi_e_tron"",""make_model"":""Audi e-tron"",""range"":200}",,50211,1,volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,id_4,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,id_4,,volkswagen_id_4,NA_NA,yes,no,yes,2024-10-02 01:43:33,2024-10-02 01:44:27,S0iesZfB10asZ2Mo8PlBkg**,5430,e87cd0c79b446e1eeacff900949319f67ab261c30cb605a4520598a28d648aec,23e68f81d5ee1f4280d667862ded1a6e3e6b3f9,/?psid=S0iesZfB10asZ2Mo8PlBkg**&_k=5430,e87cd0c79b446e1eeacff900949319f67ab261c30cb605a4520598a28d648aec,/projects/end?rst=1&psid=S0iesZfB10asZ2Mo8PlBkg**&_k=5430,/projects/end?rst=2&psid=S0iesZfB10asZ2Mo8PlBkg**&_k=5430,43ad3dc0430afc926ae6691e48af67ce97ccbd4a91e21b6e82954b1ebb7f9e0f,bf0ec73e483a8e7e09ea86ae818f17a888e8c52eb9ad3195dd4a76b688b5111a
3gBsEbjIDP9mq8d5cQO_cX-4P2M7JyzHpNHe0h8oAPRoCIsGMcDuQJb9iSYJVkfp,35539776,141362,2024-10-02 01:43:49,,,,73.202.225.23,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36","{""make_snake"":""audi"",""make"":""Audi"",""model_snake"":""e_tron"",""model"":""e-tron"",""make_model_snake"":""audi_e_tron"",""make_model"":""Audi e-tron"",""range"":200}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-02 01:43:50,,S0iesZfB10ZI4021tI7xKQ**,5430,ed4402b8fcda0ea336642b0f2a8a8cf757f98fa499493674970dbc4087d6ecea,23e68f81d5ee1f4280d667862ded1a6e3e6b3f9,/?psid=S0iesZfB10ZI4021tI7xKQ**&_k=5430,ed4402b8fcda0ea336642b0f2a8a8cf757f98fa499493674970dbc4087d6ecea,/projects/end?rst=1&psid=S0iesZfB10ZI4021tI7xKQ**&_k=5430,/projects/end?rst=2&psid=S0iesZfB10ZI4021tI7xKQ**&_k=5430,163f573f17cb83e7e8c5e5d85b9094aedf8c7e8d023b45c74d40df748484e4cb,4534192851c87666f936f8d2e0fe172224e5a33776c5b3c56b820cd6de338f11
cLMsw_X7fceTeyhw-jU2vfYxipa4wkDmWMz8x8dzLg7k0k5Tw3IpCjcp_0ZsNoui,35539777,141362,2024-10-02 01:43:50,2024-10-02 01:45:35,2024-10-02 01:45:37,,73.202.225.23,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36","{""make_snake"":""audi"",""make"":""Audi"",""model_snake"":""e_tron"",""model"":""e-tron"",""make_model_snake"":""audi_e_tron"",""make_model"":""Audi e-tron"",""range"":200}",,94538,3,honda,,,,,,,,,,,,,,,,,,,,,cr_v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,chrysler,,,,,,,,,,,,imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,1,cr_v,imperial,honda_cr_v,chrysler_imperial,no,no,no,2024-10-02 01:43:50,2024-10-02 01:45:37,S0iesZfB10ZI4021tI7xKQ**,5430,ed4402b8fcda0ea336642b0f2a8a8cf757f98fa499493674970dbc4087d6ecea,23e68f81d5ee1f4280d667862ded1a6e3e6b3f9,/?psid=S0iesZfB10ZI4021tI7xKQ**&_k=5430,ed4402b8fcda0ea336642b0f2a8a8cf757f98fa499493674970dbc4087d6ecea,/projects/end?rst=1&psid=S0iesZfB10ZI4021tI7xKQ**&_k=5430,/projects/end?rst=2&psid=S0iesZfB10ZI4021tI7xKQ**&_k=5430,163f573f17cb83e7e8c5e5d85b9094aedf8c7e8d023b45c74d40df748484e4cb,4534192851c87666f936f8d2e0fe172224e5a33776c5b3c56b820cd6de338f11
g0sPi-9Pdv5Ts6wQKnOpP8OPciAxF69cNN2XsJ6-IDKkTG_vXTxMDlyx0u-ZMj8r,35539778,141362,2024-10-02 01:43:53,2024-10-02 01:45:10,2024-10-02 01:45:11,,24.7.155.199,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0","{""make_snake"":""audi"",""make"":""Audi"",""model_snake"":""e_tron"",""model"":""e-tron"",""make_model_snake"":""audi_e_tron"",""make_model"":""Audi e-tron"",""range"":200}",,93619,2,tesla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,2023,toyota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rav_4,,,,2017,1,model_3,rav_4,tesla_model_3,toyota_rav_4,yes,no,yes,2024-10-02 01:43:54,2024-10-02 01:45:11,S0iesZfB10ap97Q9XjR8nQ**,5430,2089748ff7339099e9252e585baeb3a0714e6ab36dbf4e95c6f9680be7d489c9,23e68f81d5ee1f4280d667862ded1a6e3e6b3f9,/?psid=S0iesZfB10ap97Q9XjR8nQ**&_k=5430,2089748ff7339099e9252e585baeb3a0714e6ab36dbf4e95c6f9680be7d489c9,/projects/end?rst=1&psid=S0iesZfB10ap97Q9XjR8nQ**&_k=5430,/projects/end?rst=2&psid=S0iesZfB10ap97Q9XjR8nQ**&_k=5430,191ff089fafab23c0ba1fdd182c3359697b1ef1d14f7f28207e6e4f37c1ca126,d7205b2a04501612746296de7d86176a1581d0cbf012ac9f5ea6b226fdc8bb26
pavmhXj_vQI50BhuDkJt5KiJVVZ94L806wt2h2b_A6xSwzhZkhI9EugzIRlJpyn-,35539785,141362,2024-10-02 01:44:41,2024-10-02 01:45:51,2024-10-02 01:45:52,,143.120.100.110,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36","{""make_snake"":""audi"",""make"":""Audi"",""model_snake"":""e_tron"",""model"":""e-tron"",""make_model_snake"":""audi_e_tron"",""make_model"":""Audi e-tron"",""range"":200}",,87113,1,bmw,,,,,,,i_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i_8,,bmw_i_8,NA_NA,no,no,no,2024-10-02 01:44:41,2024-10-02 01:45:52,S0iesZfB10YiNOVtcsyBMQ**,5430,03797845eaf46b0602b74500dc135c1181cb0179ddf3eefa49439a11933d8e82,23e68f81d5ee1f4280d667862ded1a6e3e6b3f9,/?psid=S0iesZfB10YiNOVtcsyBMQ**&_k=5430,03797845eaf46b0602b74500dc135c1181cb0179ddf3eefa49439a11933d8e82,/projects/end?rst=1&psid=S0iesZfB10YiNOVtcsyBMQ**&_k=5430,/projects/end?rst=2&psid=S0iesZfB10YiNOVtcsyBMQ**&_k=5430,b07fc745658e7f36212d7c99b4009a9a7c37993ac1843cb1fe9ed2e19d02c46e,3b4efdf6a71fa9506d9123201cdbc6afb61f54e7b3d2839dd5861e14e7d5c111
aK1PmKD5MDlGdYb1tw5AOgzyQ77DQEhusxDLdRkPCGzodUPNzHGyklJmUQw8WV_v,35539811,141362,2024-10-02 01:47:15,2024-10-02 01:47:58,2024-10-02 01:47:59,,71.81.224.252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36","{""make_snake"":""audi"",""make"":""Audi"",""model_snake"":""e_tron"",""model"":""e-tron"",""make_model_snake"":""audi_e_tron"",""make_model"":""Audi e-tron"",""range"":200}",,29615,1,chevrolet,,,,,,,,,,,bolt_ev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,bolt_ev,,chevrolet_bolt_ev,NA_NA,yes,no,yes,2024-10-02 01:47:15,2024-10-02 01:47:59,S0iesZfB10a7HnwsOYtxtw**,5430,008e895c4302a93562096963b4d1f78fd9c1ea0ca80efaa08b5f04370ff22723,23e68f81d5ee1f4280d667862ded1a6e3e6b3f9,/?psid=S0iesZfB10a7HnwsOYtxtw**&_k=5430,008e895c4302a93562096963b4d1f78fd9c1ea0ca80efaa08b5f04370ff22723,/projects/end?rst=1&psid=S0iesZfB10a7HnwsOYtxtw**&_k=5430,/projects/end?rst=2&psid=S0iesZfB10a7HnwsOYtxtw**&_k=5430,d6f47881e63a7463a4fabcde8fac64eead115636627b727abf2143c9a70e70da,0c43ade10f0fa1e717e78da233ebba30e7641a9ca470a7f28270fde37122dc72
FIbdwgWyHXDcJCEaISKdLoHfLYDEjGMDK4xE-4JX_6jstTvNyXTpzYX3eHjznEGS,35539838,141362,2024-10-02 01:50:14,2024-10-02 02:06:31,2024-10-02 02:06:33,,172.58.167.18,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36","{""make_snake"":""audi"",""make"":""Audi"",""model_snake"":""e_tron"",""model"":""e-tron"",""make_model_snake"":""audi_e_tron"",""make_model"":""Audi e-tron"",""range"":200}",,60651,1,buick,,,,,,,,,enclave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,enclave,,buick_enclave,NA_NA,no,no,no,2024-10-02 01:50:14,2024-10-02 02:06:33,S0iesZfB10aEHY2f7RBc9g**,5430,57b36249a5d8a8071fea85ca30326dc6d6a36d73ebef104d20c2af63ad62e32e,23e68f81d5ee1f4280d667862ded1a6e3e6b3f9,/?psid=S0iesZfB10aEHY2f7RBc9g**&_k=5430,57b36249a5d8a8071fea85ca30326dc6d6a36d73ebef104d20c2af63ad62e32e,/projects/end?rst=1&psid=S0iesZfB10aEHY2f7RBc9g**&_k=5430,/projects/end?rst=2&psid=S0iesZfB10aEHY2f7RBc9g**&_k=5430,e12016ebdbe04723e2998feaee867dd1f70a55ce5598fcae7a3367df237af3fa,58a9fd0bc24d88eea2be72b02b6e49e4d71cd69b0065c6af80525f988e53b6a1
8SBmK1qvDZ6dvtjjZXykgRX4QTmhAuQoDFC0STvfgvvQzkqFa6wZiabfj3jPaSom,35539839,141362,2024-10-02 01:50:40,2024-10-02 01:51:47,2024-10-02 01:51:48,,35.141.83.132,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","{""make_snake"":""audi"",""make"":""Audi"",""model_snake"":""e_tron"",""model"":""e-tron"",""make_model_snake"":""audi_e_tron"",""make_model"":""Audi e-tron"",""range"":200}",,32833,1,tesla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,model_3,,tesla_model_3,NA_NA,yes,no,yes,2024-10-02 01:50:40,2024-10-02 01:51:48,S0iesZfB10ZEzDex5PiUAQ**,5430,5d0c44c44347d63b5e812d4973892126b13e0f9c0bbe9bcb8dea5b6a2c7fa8b0,23e68f81d5ee1f4280d667862ded1a6e3e6b3f9,/?psid=S0iesZfB10ZEzDex5PiUAQ**&_k=5430,5d0c44c44347d63b5e812d4973892126b13e0f9c0bbe9bcb8dea5b6a2c7fa8b0,/projects/end?rst=1&psid=S0iesZfB10ZEzDex5PiUAQ**&_k=5430,/projects/end?rst=2&psid=S0iesZfB10ZEzDex5PiUAQ**&_k=5430,0ea35d941894f5473ed18e8eabfcdd60bf703ca19192e79b6c00879b18cf70e7,4f248387041692d0f33431a809f4a3bb9e3adfb9255d2e3cdb833f57ac9767cf
dyXUbWnBeEiiXr9m47G6xydLBtygZlHJGDRqmINgKVyfWJ01b5YP2Fg4qnbh1nHk,35539840,141362,2024-10-02 01:50:45,,,,108.176.225.83,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36","{""make_snake"":""audi"",""make"":""Audi"",""model_snake"":""e_tron"",""model"":""e-tron"",""make_model_snake"":""audi_e_tron"",""make_model"":""Audi e-tron"",""range"":200}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-02 01:50:45,,S0iesZfB10bVF4W3iRPqkA**,5430,7ffcd75f3f01db165c84ec79bb970ba17a951de6d55ac7b7fdbe3b3ae3287c56,23e68f81d5ee1f4280d667862ded1a6e3e6b3f9,/?psid=S0iesZfB10bVF4W3iRPqkA**&_k=5430,7ffcd75f3f01db165c84ec79bb970ba17a951de6d55ac7b7fdbe3b3ae3287c56,/projects/end?rst=1&psid=S0iesZfB10bVF4W3iRPqkA**&_k=5430,/projects/end?rst=2&psid=S0iesZfB10bVF4W3iRPqkA**&_k=5430,f3ccccab06196bfebf7bc49dbc88573d6182e7d35c4869d61d1eb0058a186c4f,585b9540207f631b9d0b0695eaf2aa71916937b834730f4ac85bda0e2ca8fcdb
R4Nl76lIZUr01xh1a2UF-1uHWJ-p6WplCCd45sIwurrQH4SjbkznxVlPi09md6Cp,35539841,141362,2024-10-02 01:50:46,2024-10-02 01:51:53,2024-10-02 01:51:54,,108.176.225.83,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36","{""make_snake"":""audi"",""make"":""Audi"",""model_snake"":""e_tron"",""model"":""e-tron"",""make_model_snake"":""audi_e_tron"",""make_model"":""Audi e-tron"",""range"":200}",,04210,2,chevrolet,,,,,,,,,,,bolt_ev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,subaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forester,,,,,,,2015,1,bolt_ev,forester,chevrolet_bolt_ev,subaru_forester,yes,no,yes,2024-10-02 01:50:47,2024-10-02 01:51:54,S0iesZfB10bVF4W3iRPqkA**,5430,7ffcd75f3f01db165c84ec79bb970ba17a951de6d55ac7b7fdbe3b3ae3287c56,23e68f81d5ee1f4280d667862ded1a6e3e6b3f9,/?psid=S0iesZfB10bVF4W3iRPqkA**&_k=5430,7ffcd75f3f01db165c84ec79bb970ba17a951de6d55ac7b7fdbe3b3ae3287c56,/projects/end?rst=1&psid=S0iesZfB10bVF4W3iRPqkA**&_k=5430,/projects/end?rst=2&psid=S0iesZfB10bVF4W3iRPqkA**&_k=5430,f3ccccab06196bfebf7bc49dbc88573d6182e7d35c4869d61d1eb0058a186c4f,585b9540207f631b9d0b0695eaf2aa71916937b834730f4ac85bda0e2ca8fcdb
6CW4PTt_1c13T9pTHyX310RJNsJApMBOa2wtWSOKxc29GsNhgZNHho-6avBKJBiI,35539862,141362,2024-10-02 01:53:41,2024-10-02 01:54:22,2024-10-02 01:54:23,,172.56.28.30,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","{""make_snake"":""audi"",""make"":""Audi"",""model_snake"":""e_tron"",""model"":""e-tron"",""make_model_snake"":""audi_e_tron"",""make_model"":""Audi e-tron"",""range"":200}",,08081,2,rivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r_1_s,,,,,,,,,,,,,,2023,tesla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model_x,,,,,2019,1,r_1_s,model_x,rivian_r_1_s,tesla_model_x,yes,yes,yes,2024-10-02 01:53:41,2024-10-02 01:54:23,S0iesZfB10aCDD5CruJDuQ**,5430,1905117f95dd1357b2e596802c7a69c3d3f570ed17afffd140d961110cfd0840,23e68f81d5ee1f4280d667862ded1a6e3e6b3f9,/?psid=S0iesZfB10aCDD5CruJDuQ**&_k=5430,1905117f95dd1357b2e596802c7a69c3d3f570ed17afffd140d961110cfd0840,/projects/end?rst=1&psid=S0iesZfB10aCDD5CruJDuQ**&_k=5430,/projects/end?rst=2&psid=S0iesZfB10aCDD5CruJDuQ**&_k=5430,189eff32371d60da031fed5acbe82aa81612a0342cd6dff1a288678ebe514ce1,b5dc474a18fe21176a8b3307ffae308cbd0c0eb4675c89d6012d04102fb4533b
WmcbfaiNza4VayBOrfDEsgY5blsTviBTfRco1kLKCeuzgviAro6PETEVjBH-saVp,35539874,141362,2024-10-02 01:55:12,2024-10-02 01:56:09,2024-10-02 01:56:10,,76.184.107.129,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36","{""make_snake"":""audi"",""make"":""Audi"",""model_snake"":""e_tron"",""model"":""e-tron"",""make_model_snake"":""audi_e_tron"",""make_model"":""Audi e-tron"",""range"":200}",,75081,2,chevrolet,,,,,,,,,,,suburban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,toyota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,highlander,,,,2014,1,suburban,highlander,chevrolet_suburban,toyota_highlander,no,no,no,2024-10-02 01:55:13,2024-10-02 01:56:10,S0iesZfB10Y442Jp1kWLVA**,5430,456ccdc2ff305d7a12feabb96220359c17c01d2300414978d57f773128e481f5,23e68f81d5ee1f4280d667862ded1a6e3e6b3f9,/?psid=S0iesZfB10Y442Jp1kWLVA**&_k=5430,456ccdc2ff305d7a12feabb96220359c17c01d2300414978d57f773128e481f5,/projects/end?rst=1&psid=S0iesZfB10Y442Jp1kWLVA**&_k=5430,/projects/end?rst=2&psid=S0iesZfB10Y442Jp1kWLVA**&_k=5430,f9ad00e163e739671972a7f45f56551b1d8d3efe39f424d7bfe0d3c6937048d6,659175ddf05837664d0fb718b76ea6303c693b73879b1bb13a3a200ca8c568e0
Ceig0sqA2GLG7P5jtGz4ZAJqPYntAOPUmuvmx7M6I9NPZRDSDla0uXDdmUmVzMM-,35539875,141362,2024-10-02 01:55:38,2024-10-02 01:56:33,2024-10-02 01:56:35,,65.33.102.130,"Mozilla/5.0 (Linux; Android 14; SM-S921U1 Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/128.0.6613.146 Mobile Safari/537.36","{""make_snake"":""audi"",""make"":""Audi"",""model_snake"":""e_tron"",""model"":""e-tron"",""make_model_snake"":""audi_e_tron"",""make_model"":""Audi e-tron"",""range"":200}",,33612,1,honda,,,,,,,,,,,,,,,,,,,,,cr_v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,cr_v,,honda_cr_v,NA_NA,no,no,no,2024-10-02 01:55:38,2024-10-02 01:56:35,S0iesZfB10YBb9EWzDzZJw**,5430,584c11b588cfcf4764a6beb05b411816616a6cd292a7b51d15961cf7fc183672,23e68f81d5ee1f4280d667862ded1a6e3e6b3f9,/?psid=S0iesZfB10YBb9EWzDzZJw**&_k=5430,584c11b588cfcf4764a6beb05b411816616a6cd292a7b51d15961cf7fc183672,/projects/end?rst=1&psid=S0iesZfB10YBb9EWzDzZJw**&_k=5430,/projects/end?rst=2&psid=S0iesZfB10YBb9EWzDzZJw**&_k=5430,b45197a42f8eb3ce472f70ac8091959c0af12709a9fe922dd674dbd843a4c91c,80ce49e66343d67e3d9be9e8d0feb764bcf26f9f234540affd5a049bd9c31784
