make_snake,make,model_snake,model
jaguar,Jaguar,f_pace,F-PACE
jaguar,Jaguar,f_type,F-TYPE
jaguar,Jaguar,i_pace,I-PACE
jaguar,Jaguar,s_type,S-Type
jaguar,Jaguar,x_type,X-Type
jaguar,Jaguar,xe,XE
jaguar,Jaguar,xf,XF
jaguar,Jaguar,xj,XJ
jaguar,Jaguar,xj_series,XJ-Series
jaguar,Jaguar,xjr,XJR
jaguar,Jaguar,xk,XK
jaguar,Jaguar,xk_series,XK-Series
jaguar,Jaguar,xkr,XKR
jeep,Jeep,cherokee,Cherokee
jeep,Jeep,commander,Commander
jeep,Jeep,compass,Compass
jeep,Jeep,gladiator,Gladiator
jeep,Jeep,grand_cherokee,Grand Cherokee
jeep,Jeep,grand_cherokee_4_xe,Grand Cherokee 4xe
jeep,Jeep,grand_cherokee_l,Grand Cherokee L
jeep,Jeep,grand_cherokee_srt,Grand Cherokee SRT
jeep,Jeep,grand_cherokee_wk,Grand Cherokee WK
jeep,Jeep,grand_wagoneer,Grand Wagoneer
jeep,Jeep,grand_wagoneer_l,Grand Wagoneer L
jeep,Jeep,liberty,Liberty
jeep,Jeep,patriot,Patriot
jeep,Jeep,renegade,Renegade
jeep,Jeep,wagoneer,Wagoneer
jeep,Jeep,wagoneer_l,Wagoneer L
jeep,Jeep,wrangler,Wrangler
jeep,Jeep,wrangler_4_xe,Wrangler 4xe
jeep,Jeep,wrangler_jk,Wrangler JK
karma,Karma,gs_6,GS-6
karma,Karma,revero_gt,Revero GT
kia,Kia,amanti,Amanti
kia,Kia,borrego,Borrego
kia,Kia,cadenza,Cadenza
kia,Kia,carnival,Carnival
kia,Kia,ev_6,EV6
kia,Kia,forte,Forte
kia,Kia,k_5,K5
kia,Kia,k_900,K900
kia,Kia,niro,Niro
kia,Kia,niro_ev,Niro EV
kia,Kia,niro_plug_in_hybrid,Niro Plug-In Hybrid
kia,Kia,optima,Optima
kia,Kia,optima_hybrid,Optima Hybrid
kia,Kia,optima_plug_in_hybrid,Optima Plug-In Hybrid
kia,Kia,rio,Rio
kia,Kia,rondo,Rondo
kia,Kia,sedona,Sedona
kia,Kia,seltos,Seltos
kia,Kia,sephia,Sephia
kia,Kia,sorento,Sorento
kia,Kia,sorento_hybrid,Sorento Hybrid
kia,Kia,sorento_plug_in_hybrid,Sorento Plug-In Hybrid
kia,Kia,soul,Soul
kia,Kia,soul_ev,Soul EV
kia,Kia,spectra,Spectra
kia,Kia,sportage,Sportage
kia,Kia,sportage_hybrid,Sportage Hybrid
kia,Kia,sportage_plug_in_hybrid,Sportage Plug-In Hybrid
kia,Kia,stinger,Stinger
kia,Kia,telluride,Telluride
lamborghini,Lamborghini,aventador,Aventador
lamborghini,Lamborghini,diablo,Diablo
lamborghini,Lamborghini,gallardo,Gallardo
lamborghini,Lamborghini,huracan,Huracan
lamborghini,Lamborghini,huracan_sto,Huracan STO
lamborghini,Lamborghini,murcielago,Murcielago
lamborghini,Lamborghini,reventon,Reventon
lamborghini,Lamborghini,urus,Urus
land_rover,Land Rover,defender,Defender
land_rover,Land Rover,discovery,Discovery
land_rover,Land Rover,discovery_series_ii,Discovery Series II
land_rover,Land Rover,discovery_sport,Discovery Sport
land_rover,Land Rover,freelander,Freelander
land_rover,Land Rover,lr_2,LR2
land_rover,Land Rover,lr_3,LR3
land_rover,Land Rover,lr_4,LR4
land_rover,Land Rover,range_rover,Range Rover
land_rover,Land Rover,range_rover_evoque,Range Rover Evoque
land_rover,Land Rover,range_rover_sport,Range Rover Sport
land_rover,Land Rover,range_rover_velar,Range Rover Velar
lexus,Lexus,ct_200_h,CT 200h
lexus,Lexus,es,ES
lexus,Lexus,es_250,ES 250
lexus,Lexus,es_300,ES 300
lexus,Lexus,es_300_h,ES 300h
lexus,Lexus,es_330,ES 330
lexus,Lexus,es_350,ES 350
lexus,Lexus,gs_200_t,GS 200t
lexus,Lexus,gs_300,GS 300
lexus,Lexus,gs_350,GS 350
lexus,Lexus,gs_430,GS 430
lexus,Lexus,gs_450_h,GS 450h
lexus,Lexus,gs_460,GS 460
lexus,Lexus,gs_f,GS F
lexus,Lexus,gx_460,GX 460
lexus,Lexus,gx_470,GX 470
lexus,Lexus,hs_250_h,HS 250h
lexus,Lexus,is,IS
lexus,Lexus,is_200_t,IS 200t
lexus,Lexus,is_250,IS 250
lexus,Lexus,is_250_c,IS 250 C
lexus,Lexus,is_300,IS 300
lexus,Lexus,is_350,IS 350
lexus,Lexus,is_350_c,IS 350 C
lexus,Lexus,is_500,IS 500
lexus,Lexus,is_f,IS F
lexus,Lexus,lc,LC
lexus,Lexus,lc_500,LC 500
lexus,Lexus,lc_500_convertible,LC 500 Convertible
lexus,Lexus,lc_500_h,LC 500h
lexus,Lexus,lfa,LFA
lexus,Lexus,ls_400,LS 400
lexus,Lexus,ls_430,LS 430
lexus,Lexus,ls_460,LS 460
lexus,Lexus,ls_500,LS 500
lexus,Lexus,ls_500_h,LS 500h
lexus,Lexus,ls_600_h_l,LS 600h L
lexus,Lexus,lx,LX
lexus,Lexus,lx_470,LX 470
lexus,Lexus,lx_570,LX 570
lexus,Lexus,lx_600,LX 600
lexus,Lexus,nx,NX
lexus,Lexus,nx_200_t,NX 200t
lexus,Lexus,nx_250,NX 250
lexus,Lexus,nx_300,NX 300
lexus,Lexus,nx_300_h,NX 300h
lexus,Lexus,nx_350,NX 350
lexus,Lexus,nx_350_h,NX 350h
lexus,Lexus,nx_450_h,NX 450h+
lexus,Lexus,rc,RC
lexus,Lexus,rc_200_t,RC 200t
lexus,Lexus,rc_300,RC 300
lexus,Lexus,rc_350,RC 350
lexus,Lexus,rc_f,RC F
lexus,Lexus,rx,RX
lexus,Lexus,rx_300,RX 300
lexus,Lexus,rx_330,RX 330
lexus,Lexus,rx_350,RX 350
lexus,Lexus,rx_350_h,RX 350h
lexus,Lexus,rx_350_l,RX 350L
lexus,Lexus,rx_400_h,RX 400h
lexus,Lexus,rx_450_h,RX 450h
lexus,Lexus,rx_450_h_l,RX 450hL
lexus,Lexus,rx_500_h,RX 500h
lexus,Lexus,rz_450_e,RZ 450e
lexus,Lexus,sc_430,SC 430
lexus,Lexus,tx,TX
lexus,Lexus,ux,UX
lexus,Lexus,ux_200,UX 200
lexus,Lexus,ux_250_h,UX 250h
lincoln,Lincoln,aviator,Aviator
lincoln,Lincoln,blackwood,Blackwood
lincoln,Lincoln,continental,Continental
lincoln,Lincoln,corsair,Corsair
lincoln,Lincoln,ls,LS
lincoln,Lincoln,mark_lt,Mark LT
lincoln,Lincoln,mark_vii,Mark VII
lincoln,Lincoln,mark_viii,Mark VIII
lincoln,Lincoln,mkc,MKC
lincoln,Lincoln,mks,MKS
lincoln,Lincoln,mkt,MKT
lincoln,Lincoln,mkx,MKX
lincoln,Lincoln,mkz,MKZ
lincoln,Lincoln,mkz_hybrid,MKZ Hybrid
lincoln,Lincoln,nautilus,Nautilus
lincoln,Lincoln,navigator,Navigator
lincoln,Lincoln,navigator_l,Navigator L
lincoln,Lincoln,town_car,Town Car
lincoln,Lincoln,zephyr,Zephyr
lotus,Lotus,elise,Elise
lotus,Lotus,esprit,Esprit
lotus,Lotus,evora,Evora
lotus,Lotus,evora_400,Evora 400
lotus,Lotus,evora_gt,Evora GT
lotus,Lotus,exige,Exige
lucid,Lucid,air,Air
maserati,Maserati,coupe,Coupe
maserati,Maserati,ghibli,Ghibli
maserati,Maserati,gran_sport,GranSport
maserati,Maserati,gran_turismo,GranTurismo
maserati,Maserati,gran_turismo_convertible,GranTurismo Convertible
maserati,Maserati,levante,Levante
maserati,Maserati,mc_20,MC20
maserati,Maserati,quattroporte,Quattroporte
maserati,Maserati,spyder,Spyder
maybach,Maybach,57,57
maybach,Maybach,62,62
maybach,Maybach,landaulet,Landaulet
mazda,Mazda,2,2
mazda,Mazda,3,3
mazda,Mazda,323,323
mazda,Mazda,5,5
mazda,Mazda,6,6
mazda,Mazda,626,626
mazda,Mazda,929,929
mazda,Mazda,b_series,B-Series
mazda,Mazda,b_series_pickup,B-Series Pickup
mazda,Mazda,b_series_truck,B-Series Truck
mazda,Mazda,cx_3,CX-3
mazda,Mazda,cx_30,CX-30
mazda,Mazda,cx_5,CX-5
mazda,Mazda,cx_50,CX-50
mazda,Mazda,cx_7,CX-7
mazda,Mazda,cx_9,CX-9
mazda,Mazda,cx_90,CX-90
mazda,Mazda,mazdaspeed_3,Mazdaspeed 3
mazda,Mazda,mazdaspeed_6,Mazdaspeed 6
mazda,Mazda,mazdaspeed_mx_5_miata,Mazdaspeed MX-5 Miata
mazda,Mazda,mazdaspeed_protege,Mazdaspeed Protege
mazda,Mazda,millenia,Millenia
mazda,Mazda,mpv,MPV
mazda,Mazda,mx_3,MX-3
mazda,Mazda,mx_30,MX-30
mazda,Mazda,mx_5_miata,MX-5 Miata
mazda,Mazda,mx_5_miata_rf,MX-5 Miata RF
mazda,Mazda,mx_6,MX-6
mazda,Mazda,navajo,Navajo
mazda,Mazda,protege,Protege
mazda,Mazda,protege_5,Protege5
mazda,Mazda,rx_7,RX-7
mazda,Mazda,rx_8,RX-8
mazda,Mazda,tribute,Tribute
mazda,Mazda,tribute_hybrid,Tribute Hybrid
mazda,Mazda,truck,Truck
mc_laren,McLaren,570_gt,570GT
mc_laren,McLaren,570_s,570S
mc_laren,McLaren,570_s_spider,570S Spider
mc_laren,McLaren,600_lt,600LT
mc_laren,McLaren,600_lt_spider,600LT Spider
mc_laren,McLaren,650_s_coupe,650S Coupe
mc_laren,McLaren,650_s_spider,650S Spider
mc_laren,McLaren,675_lt_coupe,675LT Coupe
mc_laren,McLaren,675_lt_spider,675LT Spider
mc_laren,McLaren,720_s,720S
mc_laren,McLaren,720_s_spider,720S Spider
mc_laren,McLaren,765_lt,765LT
mc_laren,McLaren,765_lt_spider,765LT Spider
mc_laren,McLaren,artura,Artura
mc_laren,McLaren,elva,Elva
mc_laren,McLaren,gt,GT
mc_laren,McLaren,mp_4_12_c,MP4-12C
mc_laren,McLaren,mp_4_12_c_spider,MP4-12C Spider
mc_laren,McLaren,senna,Senna
mercedes_benz,Mercedes-Benz,a_class,A-Class
mercedes_benz,Mercedes-Benz,amg_gt,AMG GT
mercedes_benz,Mercedes-Benz,b_class_electric_drive,B-Class Electric Drive
mercedes_benz,Mercedes-Benz,c_class,C-Class
mercedes_benz,Mercedes-Benz,c_36_amg,C36 AMG
mercedes_benz,Mercedes-Benz,c_43_amg,C43 AMG
mercedes_benz,Mercedes-Benz,cl_class,CL-Class
mercedes_benz,Mercedes-Benz,cla_class,CLA-Class
mercedes_benz,Mercedes-Benz,clk_class,CLK-Class
mercedes_benz,Mercedes-Benz,cls_class,CLS-Class
mercedes_benz,Mercedes-Benz,e_class,E-Class
mercedes_benz,Mercedes-Benz,e_55_amg,E55 AMG
mercedes_benz,Mercedes-Benz,eqb,EQB
mercedes_benz,Mercedes-Benz,eqe,EQE
mercedes_benz,Mercedes-Benz,eqe_suv,EQE SUV
mercedes_benz,Mercedes-Benz,eqs,EQS
mercedes_benz,Mercedes-Benz,eqs_suv,EQS SUV
mercedes_benz,Mercedes-Benz,e_sprinter,eSprinter
mercedes_benz,Mercedes-Benz,g_class,G-Class
mercedes_benz,Mercedes-Benz,gl_class,GL-Class
mercedes_benz,Mercedes-Benz,gla_class,GLA-Class
mercedes_benz,Mercedes-Benz,glb_class,GLB-Class
mercedes_benz,Mercedes-Benz,glc_class,GLC-Class
mercedes_benz,Mercedes-Benz,glc_class_coupe,GLC-Class Coupe
mercedes_benz,Mercedes-Benz,gle_class,GLE-Class
mercedes_benz,Mercedes-Benz,gle_class_coupe,GLE-Class Coupe
mercedes_benz,Mercedes-Benz,glk_class,GLK-Class
mercedes_benz,Mercedes-Benz,gls_class,GLS-Class
mercedes_benz,Mercedes-Benz,m_class,M-Class
mercedes_benz,Mercedes-Benz,maybach,Maybach
mercedes_benz,Mercedes-Benz,maybach_eqs_suv,Maybach EQS SUV
mercedes_benz,Mercedes-Benz,maybach_gls,Maybach GLS
mercedes_benz,Mercedes-Benz,metris,Metris
mercedes_benz,Mercedes-Benz,ml_55_amg,ML55 AMG
mercedes_benz,Mercedes-Benz,r_class,R-Class
mercedes_benz,Mercedes-Benz,s_class,S-Class
mercedes_benz,Mercedes-Benz,sl_class,SL-Class
mercedes_benz,Mercedes-Benz,slc_class,SLC-Class
mercedes_benz,Mercedes-Benz,slk_class,SLK-Class
mercedes_benz,Mercedes-Benz,slr_mc_laren,SLR McLaren
mercedes_benz,Mercedes-Benz,sls_amg,SLS AMG
mercedes_benz,Mercedes-Benz,sls_amg_gt,SLS AMG GT
mercedes_benz,Mercedes-Benz,sls_amg_gt_final_edition,SLS AMG GT Final Edition
mercedes_benz,Mercedes-Benz,sprinter,Sprinter
mercedes_benz,Mercedes-Benz,sprinter_worker,Sprinter Worker
mercury,Mercury,capri,Capri
mercury,Mercury,cougar,Cougar
mercury,Mercury,grand_marquis,Grand Marquis
mercury,Mercury,marauder,Marauder
mercury,Mercury,mariner,Mariner
mercury,Mercury,mariner_hybrid,Mariner Hybrid
mercury,Mercury,milan,Milan
mercury,Mercury,milan_hybrid,Milan Hybrid
mercury,Mercury,montego,Montego
mercury,Mercury,monterey,Monterey
mercury,Mercury,mountaineer,Mountaineer
mercury,Mercury,mystique,Mystique
mercury,Mercury,sable,Sable
mercury,Mercury,topaz,Topaz
mercury,Mercury,tracer,Tracer
mercury,Mercury,villager,Villager
mini,MINI,clubman,Clubman
mini,MINI,convertible,Convertible
mini,MINI,cooper,Cooper
mini,MINI,cooper_clubman,Cooper Clubman
mini,MINI,cooper_countryman,Cooper Countryman
mini,MINI,cooper_coupe,Cooper Coupe
mini,MINI,cooper_paceman,Cooper Paceman
mini,MINI,cooper_roadster,Cooper Roadster
mini,MINI,countryman,Countryman
mini,MINI,hardtop_2_door,Hardtop 2 Door
mini,MINI,hardtop_4_door,Hardtop 4 Door
mitsubishi,Mitsubishi,3000_gt,3000GT
mitsubishi,Mitsubishi,diamante,Diamante
mitsubishi,Mitsubishi,eclipse,Eclipse
mitsubishi,Mitsubishi,eclipse_cross,Eclipse Cross
mitsubishi,Mitsubishi,eclipse_spyder,Eclipse Spyder
mitsubishi,Mitsubishi,endeavor,Endeavor
mitsubishi,Mitsubishi,expo,Expo
mitsubishi,Mitsubishi,galant,Galant
mitsubishi,Mitsubishi,i_mi_ev,i-MiEV
mitsubishi,Mitsubishi,lancer,Lancer
mitsubishi,Mitsubishi,lancer_evolution,Lancer Evolution
mitsubishi,Mitsubishi,lancer_sportback,Lancer Sportback
mitsubishi,Mitsubishi,mighty_max_pickup,Mighty Max Pickup
mitsubishi,Mitsubishi,mirage,Mirage
mitsubishi,Mitsubishi,mirage_g_4,Mirage G4
mitsubishi,Mitsubishi,montero,Montero
mitsubishi,Mitsubishi,montero_sport,Montero Sport
mitsubishi,Mitsubishi,outlander,Outlander
mitsubishi,Mitsubishi,outlander_phev,Outlander PHEV
mitsubishi,Mitsubishi,outlander_sport,Outlander Sport
mitsubishi,Mitsubishi,precis,Precis
mitsubishi,Mitsubishi,raider,Raider
mitsubishi,Mitsubishi,sigma,Sigma
mitsubishi,Mitsubishi,vanwagon,Vanwagon
nissan,Nissan,350_z,350Z
nissan,Nissan,370_z,370Z
nissan,Nissan,altima,Altima
nissan,Nissan,altima_hybrid,Altima Hybrid
nissan,Nissan,ariya,ARIYA
nissan,Nissan,armada,Armada
nissan,Nissan,cube,Cube
nissan,Nissan,frontier,Frontier
nissan,Nissan,gt_r,GT-R
nissan,Nissan,juke,Juke
nissan,Nissan,kicks,Kicks
nissan,Nissan,leaf,LEAF
nissan,Nissan,maxima,Maxima
nissan,Nissan,murano,Murano
nissan,Nissan,murano_cross_cabriolet,Murano CrossCabriolet
nissan,Nissan,nv,NV
nissan,Nissan,nv_cargo,NV Cargo
nissan,Nissan,nv_passenger,NV Passenger
nissan,Nissan,nv_200,NV200
nissan,Nissan,pathfinder,Pathfinder
nissan,Nissan,quest,Quest
nissan,Nissan,rogue,Rogue
nissan,Nissan,rogue_select,Rogue Select
nissan,Nissan,rogue_sport,Rogue Sport
nissan,Nissan,sentra,Sentra
nissan,Nissan,titan,Titan
nissan,Nissan,titan_xd,Titan XD
nissan,Nissan,versa,Versa
nissan,Nissan,versa_note,Versa Note
nissan,Nissan,xterra,Xterra
nissan,Nissan,z,Z
oldsmobile,Oldsmobile,achieva,Achieva
oldsmobile,Oldsmobile,alero,Alero
oldsmobile,Oldsmobile,aurora,Aurora
oldsmobile,Oldsmobile,bravada,Bravada
oldsmobile,Oldsmobile,ciera,Ciera
oldsmobile,Oldsmobile,custom_cruiser,Custom Cruiser
oldsmobile,Oldsmobile,cutlass,Cutlass
oldsmobile,Oldsmobile,cutlass_calais,Cutlass Calais
oldsmobile,Oldsmobile,cutlass_ciera,Cutlass Ciera
oldsmobile,Oldsmobile,cutlass_supreme,Cutlass Supreme
oldsmobile,Oldsmobile,intrigue,Intrigue
oldsmobile,Oldsmobile,lss,LSS
oldsmobile,Oldsmobile,regency,Regency
oldsmobile,Oldsmobile,silhouette,Silhouette
oldsmobile,Oldsmobile,toronado,Toronado
panoz,Panoz,esperante,Esperante
plymouth,Plymouth,acclaim,Acclaim
plymouth,Plymouth,breeze,Breeze
plymouth,Plymouth,colt,Colt
plymouth,Plymouth,grand_voyager,Grand Voyager
plymouth,Plymouth,horizon,Horizon
plymouth,Plymouth,laser,Laser
plymouth,Plymouth,neon,Neon
plymouth,Plymouth,prowler,Prowler
plymouth,Plymouth,sundance,Sundance
plymouth,Plymouth,voyager,Voyager
polestar,Polestar,1,1
polestar,Polestar,2,2
pontiac,Pontiac,6000,6000
pontiac,Pontiac,aztek,Aztek
pontiac,Pontiac,bonneville,Bonneville
pontiac,Pontiac,firebird,Firebird
pontiac,Pontiac,g_3,G3
pontiac,Pontiac,g_5,G5
pontiac,Pontiac,g_6,G6
pontiac,Pontiac,g_8,G8
pontiac,Pontiac,grand_am,Grand Am
pontiac,Pontiac,grand_prix,Grand Prix
pontiac,Pontiac,gto,GTO
pontiac,Pontiac,montana,Montana
pontiac,Pontiac,montana_sv_6,Montana SV6
pontiac,Pontiac,solstice,Solstice
pontiac,Pontiac,sunbird,Sunbird
pontiac,Pontiac,sunfire,Sunfire
pontiac,Pontiac,torrent,Torrent
pontiac,Pontiac,trans_sport,Trans Sport
pontiac,Pontiac,vibe,Vibe
porsche,Porsche,718_boxster,718 Boxster
porsche,Porsche,718_cayman,718 Cayman
porsche,Porsche,911,911
porsche,Porsche,918_spyder,918 Spyder
porsche,Porsche,928,928
porsche,Porsche,944,944
porsche,Porsche,968,968
porsche,Porsche,boxster,Boxster
porsche,Porsche,carrera_gt,Carrera GT
porsche,Porsche,cayenne,Cayenne
porsche,Porsche,cayenne_coupe,Cayenne Coupe
porsche,Porsche,cayman,Cayman
porsche,Porsche,cayman_s,Cayman S
porsche,Porsche,macan,Macan
porsche,Porsche,panamera,Panamera
porsche,Porsche,taycan,Taycan
ram,Ram,1500,1500
ram,Ram,1500_classic,1500 Classic
ram,Ram,2500,2500
ram,Ram,3500,3500
ram,Ram,c_v_cargo_van,C/V Cargo Van
ram,Ram,c_v_tradesman,C/V Tradesman
ram,Ram,dakota,Dakota
ram,Ram,promaster_cargo_van,Promaster Cargo Van
ram,Ram,promaster_city,Promaster City
ram,Ram,promaster_window_van,Promaster Window Van
rivian,Rivian,r_1_s,R1S
rivian,Rivian,r_1_t,R1T
rolls_royce,Rolls-Royce,corniche,Corniche
rolls_royce,Rolls-Royce,cullinan,Cullinan
rolls_royce,Rolls-Royce,dawn,Dawn
rolls_royce,Rolls-Royce,ghost,Ghost
rolls_royce,Rolls-Royce,ghost_series_ii,Ghost Series II
rolls_royce,Rolls-Royce,park_ward,Park Ward
rolls_royce,Rolls-Royce,phantom,Phantom
rolls_royce,Rolls-Royce,phantom_coupe,Phantom Coupe
rolls_royce,Rolls-Royce,phantom_drophead_coupe,Phantom Drophead Coupe
rolls_royce,Rolls-Royce,silver_seraph,Silver Seraph
rolls_royce,Rolls-Royce,wraith,Wraith
saab,Saab,9_2_x,9-2X
saab,Saab,9_3,9-3
saab,Saab,9_3_griffin,9-3 Griffin
saab,Saab,9_4_x,9-4X
saab,Saab,9_5,9-5
saab,Saab,9_7_x,9-7X
saab,Saab,900,900
saab,Saab,9000,9000
saturn,Saturn,astra,Astra
saturn,Saturn,aura,Aura
saturn,Saturn,aura_hybrid,Aura Hybrid
saturn,Saturn,ion,ION
saturn,Saturn,l_series,L-Series
saturn,Saturn,l_300,L300
saturn,Saturn,outlook,Outlook
saturn,Saturn,relay,Relay
saturn,Saturn,s_series,S-Series
saturn,Saturn,sky,Sky
saturn,Saturn,vue,VUE
saturn,Saturn,vue_hybrid,VUE Hybrid
scion,Scion,fr_s,FR-S
scion,Scion,i_a,iA
scion,Scion,i_m,iM
scion,Scion,i_q,iQ
scion,Scion,t_c,tC
scion,Scion,x_a,xA
scion,Scion,x_b,xB
scion,Scion,x_d,xD
smart,smart,eq_fortwo,EQ fortwo
smart,smart,fortwo,fortwo
spyker,Spyker,c_8,C8
subaru,Subaru,ascent,Ascent
subaru,Subaru,b_9_tribeca,B9 Tribeca
subaru,Subaru,baja,Baja
subaru,Subaru,brz,BRZ
subaru,Subaru,crosstrek,Crosstrek
subaru,Subaru,forester,Forester
subaru,Subaru,impreza,Impreza
subaru,Subaru,impreza_wrx,Impreza WRX
subaru,Subaru,justy,Justy
subaru,Subaru,legacy,Legacy
subaru,Subaru,loyale,Loyale
subaru,Subaru,outback,Outback
subaru,Subaru,solterra,Solterra
subaru,Subaru,sti_s_209,STI S209
subaru,Subaru,svx,SVX
subaru,Subaru,tribeca,Tribeca
subaru,Subaru,wrx,WRX
subaru,Subaru,xt,XT
subaru,Subaru,xv_crosstrek,XV Crosstrek
suzuki,Suzuki,aerio,Aerio
suzuki,Suzuki,equator,Equator
suzuki,Suzuki,esteem,Esteem
suzuki,Suzuki,forenza,Forenza
suzuki,Suzuki,grand_vitara,Grand Vitara
suzuki,Suzuki,kizashi,Kizashi
suzuki,Suzuki,reno,Reno
suzuki,Suzuki,samurai,Samurai
suzuki,Suzuki,sidekick,Sidekick
suzuki,Suzuki,swift,Swift
suzuki,Suzuki,sx_4,SX4
suzuki,Suzuki,verona,Verona
suzuki,Suzuki,vitara,Vitara
suzuki,Suzuki,x_90,X-90
suzuki,Suzuki,xl_7,XL-7
suzuki,Suzuki,xl_7,XL7
tesla,Tesla,model_3,Model 3
tesla,Tesla,model_s,Model S
tesla,Tesla,model_x,Model X
tesla,Tesla,model_y,Model Y
tesla,Tesla,roadster,Roadster
toyota,Toyota,4_runner,4Runner
toyota,Toyota,86,86
toyota,Toyota,avalon,Avalon
toyota,Toyota,avalon_hybrid,Avalon Hybrid
toyota,Toyota,b_z_4_x,bZ4X
toyota,Toyota,c_hr,C-HR
toyota,Toyota,camry,Camry
toyota,Toyota,camry_hybrid,Camry Hybrid
toyota,Toyota,camry_solara,Camry Solara
toyota,Toyota,celica,Celica
toyota,Toyota,corolla,Corolla
toyota,Toyota,corolla_cross,Corolla Cross
toyota,Toyota,corolla_cross_hybrid,Corolla Cross Hybrid
toyota,Toyota,corolla_hatchback,Corolla Hatchback
toyota,Toyota,corolla_hybrid,Corolla Hybrid
toyota,Toyota,corolla_i_m,Corolla iM
toyota,Toyota,cressida,Cressida
toyota,Toyota,crown,Crown
toyota,Toyota,echo,ECHO
toyota,Toyota,fj_cruiser,FJ Cruiser
toyota,Toyota,gr_corolla,GR Corolla
toyota,Toyota,gr_supra,GR Supra
toyota,Toyota,gr_86,GR86
toyota,Toyota,grand_highlander,Grand Highlander
toyota,Toyota,grand_highlander_hybrid,Grand Highlander Hybrid
toyota,Toyota,highlander,Highlander
toyota,Toyota,highlander_hybrid,Highlander Hybrid
toyota,Toyota,land_cruiser,Land Cruiser
toyota,Toyota,matrix,Matrix
toyota,Toyota,mirai,Mirai
toyota,Toyota,mr_2,MR2
toyota,Toyota,mr_2_spyder,MR2 Spyder
toyota,Toyota,paseo,Paseo
toyota,Toyota,pickup,Pickup
toyota,Toyota,previa,Previa
toyota,Toyota,prius,Prius
toyota,Toyota,prius_c,Prius c
toyota,Toyota,prius_plug_in,Prius Plug-in
toyota,Toyota,prius_prime,Prius Prime
toyota,Toyota,prius_v,Prius v
toyota,Toyota,rav_4,RAV4
toyota,Toyota,rav_4_ev,RAV4 EV
toyota,Toyota,rav_4_hybrid,RAV4 Hybrid
toyota,Toyota,rav_4_prime,RAV4 Prime
toyota,Toyota,sequoia,Sequoia
toyota,Toyota,sienna,Sienna
toyota,Toyota,supra,Supra
toyota,Toyota,t_100,T100
toyota,Toyota,tacoma,Tacoma
toyota,Toyota,tercel,Tercel
toyota,Toyota,tundra,Tundra
toyota,Toyota,venza,Venza
toyota,Toyota,yaris,Yaris
toyota,Toyota,yaris_hatchback,Yaris Hatchback
toyota,Toyota,yaris_i_a,Yaris iA
vin_fast,VinFast,vf_8,VF 8
volkswagen,Volkswagen,arteon,Arteon
volkswagen,Volkswagen,atlas,Atlas
volkswagen,Volkswagen,atlas_cross_sport,Atlas Cross Sport
volkswagen,Volkswagen,beetle,Beetle
volkswagen,Volkswagen,beetle_convertible,Beetle Convertible
volkswagen,Volkswagen,cabrio,Cabrio
volkswagen,Volkswagen,cabriolet,Cabriolet
volkswagen,Volkswagen,cc,CC
volkswagen,Volkswagen,corrado,Corrado
volkswagen,Volkswagen,e_golf,e-Golf
volkswagen,Volkswagen,eos,Eos
volkswagen,Volkswagen,euro_van,EuroVan
volkswagen,Volkswagen,fox,Fox
volkswagen,Volkswagen,gli,GLI
volkswagen,Volkswagen,golf,Golf
volkswagen,Volkswagen,golf_alltrack,Golf Alltrack
volkswagen,Volkswagen,golf_gti,Golf GTI
volkswagen,Volkswagen,golf_r,Golf R
volkswagen,Volkswagen,golf_sport_wagen,Golf SportWagen
volkswagen,Volkswagen,gti,GTI
volkswagen,Volkswagen,id_4,ID.4
volkswagen,Volkswagen,jetta,Jetta
volkswagen,Volkswagen,jetta_gli,Jetta GLI
volkswagen,Volkswagen,jetta_hybrid,Jetta Hybrid
volkswagen,Volkswagen,jetta_sport_wagen,Jetta SportWagen
volkswagen,Volkswagen,new_beetle,New Beetle
volkswagen,Volkswagen,passat,Passat
volkswagen,Volkswagen,phaeton,Phaeton
volkswagen,Volkswagen,r_32,R32
volkswagen,Volkswagen,rabbit,Rabbit
volkswagen,Volkswagen,routan,Routan
volkswagen,Volkswagen,taos,Taos
volkswagen,Volkswagen,tiguan,Tiguan
volkswagen,Volkswagen,tiguan_limited,Tiguan Limited
volkswagen,Volkswagen,touareg,Touareg
volkswagen,Volkswagen,touareg_2,Touareg 2
volkswagen,Volkswagen,vanagon,Vanagon
volvo,Volvo,240,240
volvo,Volvo,740,740
volvo,Volvo,760,760
volvo,Volvo,780,780
volvo,Volvo,850,850
volvo,Volvo,940,940
volvo,Volvo,960,960
volvo,Volvo,c_30,C30
volvo,Volvo,c_40_recharge,C40 Recharge
volvo,Volvo,c_70,C70
volvo,Volvo,coupe,Coupe
volvo,Volvo,s_40,S40
volvo,Volvo,s_60,S60
volvo,Volvo,s_60_cross_country,S60 Cross Country
volvo,Volvo,s_70,S70
volvo,Volvo,s_80,S80
volvo,Volvo,s_90,S90
volvo,Volvo,v_40,V40
volvo,Volvo,v_50,V50
volvo,Volvo,v_60,V60
volvo,Volvo,v_60_cross_country,V60 Cross Country
volvo,Volvo,v_70,V70
volvo,Volvo,v_90,V90
volvo,Volvo,v_90_cross_country,V90 Cross Country
volvo,Volvo,xc,XC
volvo,Volvo,xc_40,XC40
volvo,Volvo,xc_40_recharge,XC40 Recharge
volvo,Volvo,xc_60,XC60
